source_id,tier,publisher,author_or_maintainer,title,url,domain,equipment,configuration,provenance_status,rights_status,retrieval_status,authority_status,scope_status,residual_status,manifest_path
p5-uk-air-typhoon-fgr4-encyclopedic,C,"English-language encyclopedic aviation entry, Eurofighter Typhoon article",article editors,Eurofighter Typhoon — specifications,https://en.wikipedia.org/wiki/Eurofighter_Typhoon,air,Typhoon / FGR4,"The general-characteristics block describes the Eurofighter Typhoon type, not the FGR Mk 4. It is admitted as a cross-check only and no value from it is the source of record on the leaf for any row the service page states.",manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/wikipedia/p5-uk-air-typhoon-fgr4-encyclopedic/manifest.md
p5-uk-air-typhoon-fgr4-forcesnews,C,"Forces News, Services Sound and Vision Corporation",Forces News editorial staff,Typhoon: the RAF's primary multi-role fighter jet that packs a mighty punch,https://www.forcesnews.com/news/what-typhoon-aircraft,air,Typhoon / FGR4,The article describes the RAF Typhoon FGR Mk 4 and its operations. It is a narrative service article and not a specification sheet.,manifest+retrieval+retention,not_recorded,failed,non-authoritative,complete,open,raw/sources/forces_news/p5-uk-air-typhoon-fgr4-forcesnews/manifest.md
p5-uk-air-typhoon-fgr4-raf,A,Royal Air Force,"Royal Air Force, aircraft pages",Typhoon FGR4,https://www.raf.mod.uk/aircraft/current-aircraft/typhoon-fgr41,air,Typhoon FGR4,"The page is specific to the Typhoon FGR Mk4 as operated by the Royal Air Force, which is the variant the leaf records.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-typhoon-fgr4-raf/manifest.md
p5-uk-air-voyager-kc2-raf,A,Royal Air Force,,,https://www.raf.mod.uk/aircraft/current-aircraft/voyager,air,Voyager / KC2,RAF Voyager KC2 has two underwing pods; KC3 adds a centreline hose. This package records the RAF fit and does not merge KC3-only hardware into the KC2 leaf.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-voyager-kc2-raf/manifest.md
p5-uk-air-voyager-kc2-ukdf,C,UK Defence Forum,"forum thread 177, ""Airbus A330 Voyager (MRTT) (RAF)""; specification post by member SKB",Airbus A330 Voyager (MRTT) (RAF) — thread specification post,https://ukdefenceforum.net/viewtopic.php?t=177,air,Voyager / KC2,"The thread covers the RAF Voyager, which is the A330 MRTT in British service, in both the KC2 and KC3 fits. The specification post states the fuel capability for the type rather than separating the two marks.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/uk_defence_forum/p5-uk-air-voyager-kc2-ukdf/manifest.md
p5-uk-air-wildcat-aw159-leonardo,B,Leonardo Helicopters (formerly AgustaWestland),"Leonardo Helicopters, product page and technical data section","AW159 — Military Helicopters, technical data",https://helicopters.leonardo.com/en/products/aw159,air,AW159 / Wildcat HMA2,"The AW159 is presented as a single platform covering maritime and battlefield roles. The page does not separate the Royal Navy HMA2 from the Army AH1 in its technical data, so the figures below are platform-level rather than HMA2-unique.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/leonardo/p5-uk-air-wildcat-aw159-leonardo/manifest.md
p5-uk-air-wildcat-hma2-815nas,A,"Royal Navy, 815 Naval Air Squadron",Royal Navy communications service,815 Naval Air Squadron Wildcat role,https://www.royalnavy.mod.uk/organisation/units-and-squadrons/wildcat/815-naval-air-squadron,air,Wildcat HMA2,"Royal Navy HMA2 operational role and weapon integration, distinct from the platform-level Leonardo data.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_navy/p5-uk-air-wildcat-hma2-815nas/manifest.md
p5-uk-air-wildcat-hma2-raf,A,Royal Air Force,,,https://www.raf.mod.uk/news/articles/how-the-raf-is-integrating-and-strengthening-air-defence-through-royal-navy-merlin-and-wildcat,air,Wildcat / HMA2,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/royal_air_force/p5-uk-air-wildcat-hma2-raf/manifest.md
p5-uk-air-wildcat-hma2-royalnavy,A,Royal Navy,Royal Navy communications service,Wildcat helicopter,https://www.royalnavy.mod.uk/equipment/aircraft/wildcat,air,Wildcat / HMA2,Royal Navy Wildcat maritime helicopter page. It describes the naval aircraft and its common operating statistics; the 815 NAS package supplies the HMA2-specific combat-role wording.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_navy/p5-uk-air-wildcat-hma2-royalnavy/manifest.md
p5-us-air-a10c-usaf,A,U.S. Air Force,,A-10C Thunderbolt II,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104490/a-10c-thunderbolt-ii/,air,A-10 / A-10C,"A-10C Thunderbolt II. The fact sheet is an aircraft-level capability and characteristic source; the listed weapons are an employment set, not a claim that every load is simultaneous.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-a10c-usaf/manifest.md
p5-us-air-a10c-usaf-factsheet,A,U.S. Air Force,U.S. Air Force fact sheet editorial staff,A-10C Thunderbolt II — Air Force Fact Sheet Display,https://www.af.mil/about-us/fact-sheets/display/article/104490/a-10c-thunderbolt-ii,air,A-10 / A-10C,The fact sheet is specific to the A-10C and gives an A-10C general characteristics block.,manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-a10c-usaf-factsheet/manifest.md
p5-us-air-ac130j-usaf,A,U.S. Air Force,,AC-130J Ghostrider,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/467756/ac-130j-ghostrider/,air,AC-130 / AC-130J,AC-130J Ghostrider. The weapon list is the published Precision Strike Package capability set; it is not a simultaneous-load assertion.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-ac130j-usaf/manifest.md
p5-us-air-ah64e-armyrecognition,C,"Army Recognition, defence equipment reference site",Army Recognition editorial staff,"AH-64E Apache Guardian — military products, attack helicopters",https://www.armyrecognition.com/military-products/air/helicopters/attack-helicopters/ah-64e-apache-guardian,air,AH-64 / AH-64E,The page is specific to the AH-64E Apache Guardian.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/army_recognition/p5-us-air-ah64e-armyrecognition/manifest.md
p5-us-air-ah64e-cmano,C,CMANO Database community reference,community database maintainers,AH-64E Apache Guardian variant record,https://cmano-db.com/aircraft/7061/,air,AH-64E Apache Guardian,"Community versioned E-variant data record, used only as a secondary empty-weight and cross-check source.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/cmano_db/p5-us-air-ah64e-cmano/manifest.md
p5-us-air-ah64e-encyclopedic,C,"English-language encyclopedic aviation entry, Boeing AH-64 Apache article",article editors,Boeing AH-64 Apache — specifications,https://en.wikipedia.org/wiki/Boeing_AH-64_Apache,air,AH-64 / AH-64E,"The specifications block is stated for the Apache family, with the engine note separating the T700-GE-701 of the early marks from the -701C introduced on the A and D from 1990. It is not an E-specific block.",manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-air-ah64e-encyclopedic/manifest.md
p5-us-air-ah64e-migflug,C,"MiGFlug GmbH, flight experience operator",MiGFlug editorial staff,"Boeing AH-64 Apache — history, specs and photos",https://migflug.com/aircraft/ah-64-apache,air,AH-64 / AH-64E,The page covers the Apache family and separates the A and D from the E in its own notes. It is not an E-specific specification sheet.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/migflug/p5-us-air-ah64e-migflug/manifest.md
p5-us-air-apache-ah64e-boeing,B,The Boeing Company,"Boeing Defense, Space and Security",AH-64 Apache - product specifications,https://www.boeing.com/defense/ah-64-apache/,air,AH-64 / AH-64E,The manufacturer specification block covers the Apache family and does not split every figure by mark. The leaf therefore labels these readings as family or E-variant context rather than as a United Kingdom-specific measurement.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/boeing/p5-us-air-apache-ah64e-boeing/manifest.md
p5-us-air-apg68v9-globalsecurity,C,GlobalSecurity.org,,AN/APG-68 Radar System,https://www.globalsecurity.org/military/systems/aircraft/systems/an-apg-68.htm,air / sensor,AN/APG-68(V)9 radar system on F-16 Block 50/52,"Secondary system summary covering V9 capabilities and the F-16 Block 50/52 context; it also discusses unrelated B-1 derivative use, which is excluded from this leaf.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/globalsecurity/p5-us-air-apg68v9-globalsecurity/manifest.md
p5-us-air-apg68v9-lockheed,A,Lockheed Martin Aeronautics,,Performance Flight-Testing of Updated Radar Under Way for Lockheed Martin F-16,https://news.lockheedmartin.com/2002-06-25-Performance-Flight-Testing-of-Updated-Radar-Under-Way-for-Lockheed-Martin-F-16-New-Technology-Expected-to-Significantly-Increase-Radar-Performance,air / sensor,Northrop Grumman AN/APG-68(V)9 on F-16C/D,2002 development/early-production V9 for F-16 Block 50/52 integration; later customer software and retrofit batches may change mode limits.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-air-apg68v9-lockheed/manifest.md
p5-us-air-apg68v9-northrop,A,Northrop Grumman Electronic Systems,,AN/APG-68(V)9 — F-16 Multimode Fire Control Radar,https://web.archive.org/web/20091121030353/http://www.es.northropgrumman.com/solutions/apg68/,air / sensor,AN/APG-68(V)9,"Manufacturer page for the V9 radar and its F-16 retrofit/new-build use; customer-specific software, waveform tables and export release baselines are outside the page.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/northrop_grumman/p5-us-air-apg68v9-northrop/manifest.md
p5-us-air-apg68v9-northrop-brochure,A,Northrop Grumman Electronic Systems,,AN/APG-68(V)9 Improved Multimode Fire Control Radar brochure,https://web.archive.org/web/20110526024024/http://www.es.northropgrumman.com/solutions/apg68/assets/APG68.pdf,air / sensor,AN/APG-68(V)9,V9 retrofit/new-build radar physical-statistics and mode/interface sheet; values for earlier APG-68 versions in the comparison diagram are not substituted into the V9 leaf.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/northrop_grumman/p5-us-air-apg68v9-northrop-brochure/manifest.md
p5-us-air-apg68v9-shephard,C,Shephard Media,,"Radar and Electronic Warfare Systems Handbook, Issue 1 (airborne radar entry)",https://mags.shephardmedia.com/legacy-handbooks/REWSH2022.pdf,air / sensor,"AN/APG-68 family, with the entry identifying AN/APG-68(V)9 on F-16 Block 50/52","Professional handbook summary of the APG-68 family; the V9 label, range, weight and modes are retained, but target RCS, customer OFP, waveform and environmental assumptions are not supplied.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/shephard/p5-us-air-apg68v9-shephard/manifest.md
p5-us-air-apg68v9-wikipedia,C,Wikimedia Foundation / Wikipedia,,AN/APG-68,https://en.wikipedia.org/wiki/AN/APG-68,air / sensor,"AN/APG-68 family, with V9 LRU and F-16 context","Community-maintained family page; family-level X-band, search-cone, azimuth and electrical-supply figures are used only as bounded cross-checks. They are not treated as V9 customer-certified limits.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-air-apg68v9-wikipedia/manifest.md
p5-us-air-b1b-usaf,A,U.S. Air Force,,B-1B Lancer,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104500/b-1b-lancer/,air,B-1 / B-1B,Conventional B-1B. The page documents a conventional-only mission after nuclear-role removal; no nuclear loadout is inferred.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-b1b-usaf/manifest.md
p5-us-air-b2a-usaf,A,U.S. Air Force,,B-2 Spirit,https://www.af.mil/about-us/fact-sheets/display/article/104482/b-2-spirit,air,B-2A,,manifest+retrieval+retention,not_recorded,partial,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-b2a-usaf/manifest.md
p5-us-air-b52h-usaf,A,U.S. Air Force,,B-52H Stratofortress,https://www.af.mil/about-us/fact-sheets/display/article/104465/b-52h-stratofortress,air,B-52H,,manifest+retrieval+retention,not_recorded,partial,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-b52h-usaf/manifest.md
p5-us-air-c130j-usaf,A,U.S. Air Force,Air Force public affairs,C-130 Hercules,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/1555054/c-130-hercules/,air,C-130 / C-130J,Standard-length C-130J column in the mixed C-130 fact sheet. C-130E/H and stretched C-130J-30 readings are excluded from this package's C-130J rows.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-c130j-usaf/manifest.md
p5-us-air-c130j30-ang-factsheet,A,"130th Airlift Wing, Air National Guard, United States Air Force",130th Airlift Wing public affairs,Fact Sheet: The C-130J-30 Super Hercules,https://www.130aw.ang.af.mil/About-Us/Fact-Sheets/Display/Article/4525571/fact-sheet-the-c-130j-30-super-hercules,air,C-130J-30,"The page is written as a direct comparison between the stretched C-130J-30 and the standard C-130J, which makes it the source that supplies the J-30 columns the main Air Force fact sheet does not publish.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-c130j30-ang-factsheet/manifest.md
p5-us-air-c17a-usaf,A,"U.S. Air Force, Dover Air Force Base",Dover Air Force Base public affairs,C-17 Globemaster III,https://www.dover.af.mil/Units/Fact-Sheets/Article/4402368/c-17-globemaster-iii/,air,C-17,"U.S. Air Force C-17A production transport configuration. Cargo, troop and aeromedical figures retain the source's stated mission conditions.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-c17a-usaf/manifest.md
p5-us-air-c5m-usaf,A,U.S. Air Force,,C-5 A/B/C Galaxy and C-5M Super Galaxy,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/1529718/c-5-abc-galaxy-and-c-5m-super-galaxy/,air,C-5 / C-5M,C-5M Super Galaxy. The range values are retained with their cargo conditions and are not collapsed into one generic range.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-c5m-usaf/manifest.md
p5-us-air-ch47f-army-facts,A,United States Army,U.S. Army public affairs,CH-47F Chinook characteristics,https://www.army.mil/article/137584/CH_47_CHINOOK_HELICOPTER/,air,CH-47F / Chinook family reference for RAF HC6A,U.S. Army CH-47F family values used only as a clearly labelled mass and family-capability reference for the RAF HC6A leaf.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-air-ch47f-army-facts/manifest.md
p5-us-air-cv22b-usaf,A,U.S. Air Force,,CV-22 Osprey,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104531/cv-22-osprey/,air,CV-22 / CV-22B,"Air Force CV-22B/SOF configuration. Gross-weight bands are retained separately for self-deployment, STOL and VTOL conditions.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-cv22b-usaf/manifest.md
p5-us-air-e3g-block4045-af,A,U.S. Air Force,Air Force public affairs,Upgraded AWACS platform tested at Northern Edge,https://www.af.mil/News/Features/Article/602615/upgraded-awacs-platform-tested-at-northern-edge/,air,E-3 / E-3G,U.S. Air Force E-3G Block 40/45 mission-system and operational context. Airframe values remain on the separate family fact-sheet package.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-e3g-block4045-af/manifest.md
p5-us-air-e3g-usaf,A,U.S. Air Force,,,https://www.af.mil/News/Tag/20714/e-3-sentry,air,E-3 / E-3G,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-e3g-usaf/manifest.md
p5-us-air-e3sentry-tinker,A,"Tinker Air Force Base, U.S. Air Force",Tinker AFB public affairs,"E-3 Sentry (AWACS) — Fact Sheet Display, Tinker Air Force Base",https://www.tinker.af.mil/About-Tinker/Fact-Sheets/Display/Article/384781/e-3-sentry-awacs,air,E-3 / E-3G,E-3 Sentry family figures as published by the base that supports the fleet.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/tinker_air_force_base/p5-us-air-e3sentry-tinker/manifest.md
p5-us-air-e3sentry-usaf-factsheet,A,U.S. Air Force,"U.S. Air Force, fact sheet editorial staff",E-3 Sentry (AWACS) — Air Force Fact Sheet Display,https://www.af.mil/About-Us/Fact-Sheets/Display/article/104504/e-3-sentry-awacs,air,E-3 / E-3G,"The fact sheet describes the E-3 Sentry (AWACS) as a family, not the E-3G block specifically. Airframe, powerplant and performance figures are therefore family-level.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-e3sentry-usaf-factsheet/manifest.md
p5-us-air-ea18g-navair,A,NAVAIR,,EA-18G Growler,https://www.navair.navy.mil/product/EA-18G-Growler,air,EA-18G,EA-18G Growler electronic-attack configuration derived from the F/A-18F platform. The page's combat load is retained as a mission condition rather than a universal payload.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-ea18g-navair/manifest.md
p5-us-air-f15c-usaf,A,U.S. Air Force,USAF Air Force Public Affairs historical fact-sheet team,F-15 Eagle,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104512/f-15-eagle/,air,F-15C/D Eagle baseline,"Single-seat C dimensions, F100 engine family, M61 gun and air-superiority role; F-15E/EX and foreign F-15J fits excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-f15c-usaf/manifest.md
p5-us-air-f15c-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,McDonnell Douglas F-15 Eagle,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-15_Eagle,air,F-15C/D Eagle,"F-15C/D single-seat dimensions, F100-PW-220 option, fuel and payload values; F-15E/EX and F-15J values are excluded from the leaf",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-air-f15c-wikipedia/manifest.md
p5-us-air-f15e-usaf,A,U.S. Air Force,,F-15E Strike Eagle,https://www.af.mil/about-us/fact-sheets/display/article/104499/f-15e-strike-eagle,air,F-15E,,manifest+retrieval+retention,not_recorded,success,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-f15e-usaf/manifest.md
p5-us-air-f15ex-afsf,C,"Air and Space Forces Magazine, Air and Space Forces Association",Air and Space Forces Magazine weapons database,F-15EX Eagle II — weapons and platforms entry,https://www.airandspaceforces.com/weapons/f-15ex,air,F-15 / F-15EX,"The entry states it is based on the F-15QA developed for Qatar and is the planned replacement for the F-15C/D, so it is specific to the F-15EX and does not describe the F-15E.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/air_and_space_forces/p5-us-air-f15ex-afsf/manifest.md
p5-us-air-f15ex-boeing,B,The Boeing Company,"Boeing Defense, Space and Security",F-15EX — fighters and bombers product page,https://www.boeing.com/defense/fighters-and-bombers/f-15ex-eagle,air,F-15 / F-15EX,"The page is specific to the F-15EX and does not tabulate the F-15E, F-15C or the Advanced Eagle export marks.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/boeing/p5-us-air-f15ex-boeing/manifest.md
p5-us-air-f15ex-f16net,C,"F-16.net, the F-16 reference and military aviation forum","forum thread 59389, ""Boeing F-15EX Eagle II""; the specification post is by member jetblast16, 6 September 2023",Boeing F-15EX Eagle II — post reproducing the F-15EX specification block,https://www.f-16.net/forum/viewtopic.php?f=36&t=59389,air,F-15 / F-15EX,"The thread is specific to the F-15EX. The post carrying the specification block is on page 1 of 76 and is a forum post, not an article.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/f16net/p5-us-air-f15ex-f16net/manifest.md
p5-us-air-f15ex-globalmilitary,C,GlobalMilitary.net,GlobalMilitary.net open-source compilation,"F-15EX Eagle II — combat aircraft specs, top speed and range",https://www.globalmilitary.net/aircraft/f15ex-eagle-ii/,air,F-15 / F-15EX,The page carries an explicit F-15EX Eagle II version block for both technical specifications and performance.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/globalmilitary/p5-us-air-f15ex-globalmilitary/manifest.md
p5-us-air-f15ex-lincs,C,Lincs Military Aviation Enthusiast Group,group site editors,"F-15EX Eagle II ""Super Eagle""",https://sites.google.com/site/lincsmilitaryaviationgroup/home/aircraft/f-15a-bc-d-e-s-sa-eagle/f-15ex-eagle-ii,air,F-15 / F-15EX,The page carries an F-15EX specification block and a production and squadron history for the variant. It is a variant page and not a general F-15 page.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/lincs_military_aviation/p5-us-air-f15ex-lincs/manifest.md
p5-us-air-f15ex-usaf,A,U.S. Air Force,,F-15EX Eagle II public material — photograph news item,https://www.af.mil/News/Photos/igphoto/2002616093/mediaid/4989458,air,F-15EX,"A photographic news item on af.mil about the F-15EX. It is a news photograph page, not a fact sheet.",manifest+retrieval+retention,not_recorded,not_attempted,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-f15ex-usaf/manifest.md
p5-us-air-f16c-shaw,A,"Shaw Air Force Base, United States Air Force","Shaw AFB public affairs; the fact sheet draws on Lockheed-Martin ""Code 1"" material",F-16C Fighting Falcon — Shaw Air Force Base fact sheet display,https://www.shaw.af.mil/About-Us/Fact-Sheets/Display/Article/663884/f-16c-fighting-falcon,air,F-16 / F-16C Block 50,"The page is written about the F-16C Block 50 model in United States Air Force service, which is the variant the leaf records. It states its general characteristics block as F-16C.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-f16c-shaw/manifest.md
p5-us-air-f16cd-usaf,A,U.S. Air Force,Air Force public affairs,F-16 Fighting Falcon,https://www.af.mil/about-us/fact-sheets/display/article/104505/f-16-fighting-falcon,air,F-16C/D,Family context only. This package is retained because the backlog candidate includes the USAF F-16C/D family source; exact Block 50 values are taken from the Shaw package.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-f16cd-usaf/manifest.md
p5-us-air-f22-usaf,A,U.S. Air Force,,F-22 Raptor,https://www.af.mil/about-us/fact-sheets/display/article/104506/f-22-raptor,air,F-22A,,manifest+retrieval+retention,not_recorded,success,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-f22-usaf/manifest.md
p5-us-air-f35a-usaf,A,U.S. Air Force,,F-35A Lightning II,https://www.af.mil/about-us/fact-sheets/display/article/478441/f-35a-lightning-ii,air,F-35A Lightning II,,manifest+retrieval+retention,not_recorded,success,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-f35a-usaf/manifest.md
p5-us-air-f35b-1stmaw,A,"United States Marine Corps, 1st Marine Aircraft Wing, Marine Aircraft Group 12",1st Marine Aircraft Wing public affairs,Aircraft Facts,https://www.1stmaw.marines.mil/Subordinate-Units/Marine-Aircraft-Group-12/Aircraft-Facts,air,F-35 / F-35B,"The page tabulates the aircraft types operated by Marine Aircraft Group 12. The F-35B row is the short take-off and vertical landing mark, which is the variant this leaf records.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_marine_corps/p5-us-air-f35b-1stmaw/manifest.md
p5-us-air-f35b-lockheed,B,Lockheed Martin Aeronautics,Lockheed Martin F-35 program office,F-35 Lightning II Program Status and Fast Facts — maximum weight by variant,https://www.lockheedmartin.com/content/dam/lockheed-martin/aero/documents/F-35/FG19-24749_004%20F35FastFacts4_2020.pdf,air,F-35 / F-35B,"The Fast Facts sheet tabulates the A, B and C variants side by side, so the B column is directly available and is not inferred from a sibling mark.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-air-f35b-lockheed/manifest.md
p5-us-air-f35c-hiwars,C,HiWars,HiWars editorial team,F-35C — Strike Fighter — Lockheed Martin — United States,https://hiwars.com/en/equipment/usa-f-35c,air,F-35C,F-35C carrier strike-fighter specification page; the page's values are used only for the explicitly listed variant.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/hiwars/p5-us-air-f35c-hiwars/manifest.md
p5-us-air-f35c-lockheed,B,Lockheed Martin Aeronautics,Lockheed Martin F-35 program office,F-35 Lightning II Fast Facts (March 2021),https://www.lockheedmartin.com/content/dam/lockheed-martin/aero/f35/documents/F-35%20Fast%20Facts%20-%20March%202021.pdf,air,F-35 / F-35C,"The document tabulates the A, B and C variants side by side, so the C column is directly available and is not inferred from a sibling mark.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-air-f35c-lockheed/manifest.md
p5-us-air-f35c-navair,A,Naval Air Systems Command (NAVAIR),PEO(JSF) Integrated Test Facility Public Affairs,First F-35C lands aboard U.S. Navy aircraft carrier,https://www.navair.navy.mil/node/21676,air,F-35C,U.S. Navy carrier variant; the page describes the developmental carrier-integration configuration and is used only for role/operator context.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-f35c-navair/manifest.md
p5-us-air-f4e-usaf,A,U.S. Air Force,USAF Air Force Public Affairs historical fact-sheet team,F-4 Phantom II,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104523/f-4-phantom-ii/,air,F-4E Phantom II,Fixed-gun F-4E with two-person crew; Navy F-4B/J and export retrofit packages excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-f4e-usaf/manifest.md
p5-us-air-f4e-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,McDonnell Douglas F-4 Phantom II,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-4_Phantom_II,air,F-4E Phantom II,"Fixed-gun F-4E dimensions, mass, J79-17A, APQ-120, M61A1 and station values; Navy, Wild Weasel and export fits excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-air-f4e-wikipedia/manifest.md
p5-us-air-fa18c-navair,A,Naval Air Systems Command,,F/A-18 A-D Hornet,https://www.navair.navy.mil/product/FA-18-D-Hornet,air,F/A-18 / F/A-18C,"F/A-18C single-seat Hornet. The numerical geometry, propulsion and performance block is explicitly the NAVAIR A-D common block; C-specific service/crew statements are not presented as a separate C-only test card.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-fa18c-navair/manifest.md
p5-us-air-fa18e-boeing,B,The Boeing Company,"Boeing Defense, Space and Security",F/A-18 Super Hornet and EA-18 Growler — specifications,https://www.boeing.com/defense/fighters-and-bombers/fa-18-super-hornet-and-ea-18-growler,air,F/A-18 / F/A-18E,"The page covers the Super Hornet family. Its specification block gives width, length, height and maximum takeoff weight for the type rather than separating the E and F marks.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/boeing/p5-us-air-fa18e-boeing/manifest.md
p5-us-air-fa18e-navair,A,NAVAIR,,F/A-18E/F Super Hornet,https://www.navair.navy.mil/product/FA-18EF-Super-Hornet,air,F/A-18E/F,F/A-18E single-seat Super Hornet. Family rows are retained only where the page explicitly identifies the E and F models together.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-fa18e-navair/manifest.md
p5-us-air-hc130j-usaf,A,U.S. Air Force,,HC-130J Combat King II,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/104468/hc-130j-combat-king-ii/,air,HC-130 / HC-130J,HC-130J Combat King II. The aircraft is an extended-range C-130J-derived personnel-recovery platform; the page's stated operating block is not generalized to every C-130J.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-hc130j-usaf/manifest.md
